Date,Region,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit,Buyer_Type,Sales_Channel,Transaction_Type
2025-04-23,Zachodniopomorskie,Cattle Feed (kg),1225.5,0.0,1.45,0.0,-1776.97,,N/A,EXPENSE
2025-04-23,Zachodniopomorskie,Cow Milk (HL),18.04,215.0753,79.5409,3879.96,2445.04,Meat Factory,Skup,INCOME
2025-04-23,Zachodniopomorskie,Chicken Eggs (100 pcs),,79.161,32.4472,158.32,93.43,Eco-Shop,RHD,INCOME
2025-04-24,Zachodniopomorskie,Agricultural Fuel (liter),76.6,0.0,5.8,0.0,-444.28,Internal Expense,N/A,EXPENSE
2025-04-24,Zachodniopomorskie,Cattle Feed (kg),1238.9,0.0,1.45,20000.0,-1796.4,Internal Expense,N/A,EXPENSE
2025-04-24,Zachodniopomorskie,Cow Milk (HL),12.31,208.4623,80.473,2566.17,1575.55,Agricultural Wholesale,Skup,INCOME
2025-04-24,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,80.8143,34.9642,80.81,45.85,Eco-Shop,RHD,INCOME
2025-04-24,Zachodniopomorskie,Broiler Poultry (KG),53.5,5.1913,2.72,277.73,132.21,Processing Plant,Skup,INCOME
2025-04-25,Zachodniopomorskie,Agricultural Fuel (liter),111.1,0.0,5.8,0.0,-644.38,Internal Expense,N/A,EXPENSE
2025-04-25,Zachodniopomorskie,Cattle Feed (kg),1217.1,0.0,1.45,-10000.0,-1764.79,Internal Expense,N/A,EXPENSE
2025-04-25,Zachodniopomorskie,Cow Milk (HL),17.16,210.1159,79.2875,3605.59,2245.02,,Skup,INCOME
2025-04-25,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,66.7648,31.9086,267.06,139.43,Meat Factory,Skup,INCOME
2025-04-26,Zachodniopomorskie,Agricultural Fuel (liter),113.9,0.0,5.8,0.0,-660.62,Internal Expense,N/A,EXPENSE
2025-04-26,Zachodniopomorskie,Cattle Feed (kg),1332.8,0.0,1.45,0.0,-1932.56,Internal Expense,N/A,EXPENSE
2025-04-26,Zachodniopomorskie,Cow Milk (HL),,197.1539,87.7503,3797.18,2107.11,,Skup,INCOME
2025-04-26,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,61.7708,31.5452,185.31,90.67,Meat Factory,Skup,INCOME
2025-04-26,Zachodniopomorskie,Broiler Poultry (KG),76.3,5.4716,2.7357,417.48,208.75,Food Wholesaler,Skup,INCOME
2025-04-27,Zachodniopomorskie,Agricultural Fuel (liter),91.0,0.0,5.8,0.0,-527.8,Internal Expense,N/A,EXPENSE
2025-04-27,Zachodniopomorskie,Cattle Feed (kg),1062.8,0.0,1.45,0.0,-1541.06,Internal Expense,N/A,EXPENSE
2025-04-27,Zachodniopomorskie,Cow Milk (HL),14.4,196.5643,83.9476,2830.53,1621.68,Processing Plant,Skup,INCOME
2025-04-27,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,80.6511,35.0142,161.3,91.27,Private Individual,RHD,INCOME
2025-04-28,Zachodniopomorskie,Agricultural Fuel (liter),121.3,0.0,5.8,0.0,-703.54,Internal Expense,N/A,EXPENSE
2025-04-28,Zachodniopomorskie,Cattle Feed (kg),649.4,0.0,1.45,0.0,-941.63,Internal Expense,N/A,EXPENSE
2025-04-28,Zachodniopomorskie,Cow Milk (HL),20.07,202.4245,84.6943,4062.66,2362.85,Meat Factory,Skup,INCOME
2025-04-28,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,87.5092,35.2077,87.51,52.3,Eco-Shop,RHD,INCOME
2025-04-29,Zachodniopomorskie,Agricultural Fuel (liter),122.5,0.0,5.8,0.0,-710.5,Internal Expense,N/A,EXPENSE
2025-04-29,Zachodniopomorskie,Cattle Feed (kg),1082.4,0.0,1.45,0.0,-1569.48,Internal Expense,N/A,EXPENSE
2025-04-29,Zachodniopomorskie,Cow Milk (HL),12.61,219.433,86.5437,2767.05,1675.73,Food Wholesaler,Skup,INCOME
2025-04-29,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,89.9111,33.6904,89.91,56.22,Farmer's Market,RHD,INCOME
2025-04-29,Zachodniopomorskie,Broiler Poultry (KG),111.2,4.9178,2.6194,546.86,255.58,,Skup,INCOME
2025-04-30,Zachodniopomorskie,Agricultural Fuel (liter),91.2,0.0,5.8,0.0,-528.96,Internal Expense,N/A,EXPENSE
2025-04-30,Zachodniopomorskie,Cattle Feed (kg),715.0,0.0,1.45,0.0,-1036.75,Internal Expense,N/A,EXPENSE
2025-04-30,Zachodniopomorskie,Cow Milk (HL),19.61,204.676,85.2392,4013.7,2342.16,Processing Plant,Skup,INCOME
2025-04-30,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,77.2032,32.3996,154.41,89.61,Farmer's Market,RHD,INCOME
2025-05-01,Zachodniopomorskie,Stable Box Rent (Horses),15.0,1312.2339,282.6618,9683.509999999998,15443.58,Equestrian Club,B2B,INCOME
2025-05-01,Zachodniopomorskie,"Fixed Costs (Energy, Service, Ins.)",1.0,0.0,15000.0,0.0,-15000.0,Internal Expense,N/A,EXPENSE
2025-05-01,Zachodniopomorskie,Veterinary Visit + Meds,1.0,0.0,2513.0,0.0,-2513.0,Internal Expense,N/A,EXPENSE
2025-05-01,Zachodniopomorskie,Agricultural Fuel (liter),89.5,0.0,5.8,0.0,-519.1,Internal Expense,N/A,EXPENSE
2025-05-01,Zachodniopomorskie,Cattle Feed (kg),1375.5,0.0,1.45,0.0,-1994.47,Internal Expense,,EXPENSE
2025-05-01,Zachodniopomorskie,Cow Milk (HL),,194.3106,82.1989,3660.81,2112.18,Meat Factory,Skup,INCOME
2025-05-01,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,89.3563,33.2208,89.36,56.14,Farmer's Market,RHD,INCOME
2025-05-01,Zachodniopomorskie,Broiler Poultry (KG),142.6,5.5359,2.5188,789.42,430.24,Agricultural Wholesale,Skup,INCOME
2025-05-02,Zachodniopomorskie,Agricultural Fuel (liter),52.8,0.0,5.8,0.0,-306.24,Internal Expense,N/A,EXPENSE
2025-05-02,Zachodniopomorskie,Cattle Feed (kg),1455.0,0.0,1.45,0.0,-2109.75,Internal Expense,N/A,EXPENSE
2025-05-02,Zachodniopomorskie,Cow Milk (HL),24.71,190.8581,79.0759,4716.1,2762.13,Processing Plant,Skup,INCOME
2025-05-02,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,57.5954,33.8728,287.98,118.62,Meat Factory,Skup,INCOME
2025-05-03,Zachodniopomorskie,Agricultural Fuel (liter),117.1,0.0,5.8,0.0,-679.18,Internal Expense,N/A,EXPENSE
2025-05-03,Zachodniopomorskie,Cattle Feed (kg),972.0,0.0,1.45,0.0,-1409.4,Internal Expense,N/A,EXPENSE
2025-05-03,Zachodniopomorskie,Cow Milk (HL),24.45,217.4412,81.4805,5316.44,3324.24,Agricultural Wholesale,Skup,INCOME
2025-05-03,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.1862,31.7975,162.37,98.78,Eco-Shop,RHD,INCOME
2025-05-03,Zachodniopomorskie,Broiler Poultry (KG),43.7,7.1825,2.6821,313.88,196.67,Local Restaurant,RHD,INCOME
2025-05-04,Zachodniopomorskie,Agricultural Fuel (liter),87.3,0.0,5.8,0.0,-506.34,Internal Expense,N/A,EXPENSE
2025-05-04,Zachodniopomorskie,Cattle Feed (kg),,0.0,1.45,0.0,-2271.57,Internal Expense,N/A,EXPENSE
2025-05-04,Zachodniopomorskie,Cow Milk (HL),17.56,203.4564,85.5496,3572.69,2070.44,Agricultural Wholesale,Skup,INCOME
2025-05-04,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,63.4658,36.1168,380.79,164.09,Processing Plant,Skup,INCOME
2025-05-05,Zachodniopomorskie,Agricultural Fuel (liter),81.6,0.0,5.8,0.0,-473.28,Internal Expense,N/A,EXPENSE
2025-05-05,Zachodniopomorskie,Cattle Feed (kg),1194.3,0.0,1.45,0.0,-1731.73,Internal Expense,N/A,EXPENSE
2025-05-05,Zachodniopomorskie,Cow Milk (HL),22.02,192.8179,85.8902,4245.85,2354.55,Processing Plant,Skup,INCOME
2025-05-05,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,58.3855,33.6128,350.31,148.63,Meat Factory,Skup,INCOME
2025-05-06,Zachodniopomorskie,Agricultural Fuel (liter),80.8,0.0,5.8,0.0,-468.64,Internal Expense,N/A,EXPENSE
2025-05-06,Zachodniopomorskie,Cattle Feed (kg),1332.7,0.0,1.45,0.0,-1932.41,Internal Expense,N/A,EXPENSE
2025-05-06,Zachodniopomorskie,Cow Milk (HL),16.92,213.6926,85.2876,3615.68,2172.61,Processing Plant,Skup,INCOME
2025-05-06,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,57.7271,32.3155,230.91,101.65,Processing Plant,Skup,INCOME
2025-05-06,Zachodniopomorskie,Broiler Poultry (KG),96.4,4.7695,2.6697,459.78,202.42,Processing Plant,Skup,INCOME
2025-05-07,Zachodniopomorskie,Agricultural Fuel (liter),63.5,0.0,5.8,0.0,-368.3,Internal Expense,N/A,EXPENSE
2025-05-07,Zachodniopomorskie,Cattle Feed (kg),785.1,0.0,1.45,0.0,-1138.39,Internal Expense,N/A,EXPENSE
2025-05-07,Zachodniopomorskie,Cow Milk (HL),24.47,207.6777,78.7972,5081.87,3153.7,Processing Plant,Skup,INCOME
2025-05-07,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,60.0643,32.1785,360.39,167.32,Agricultural Wholesale,Skup,INCOME
2025-05-08,Zachodniopomorskie,Agricultural Fuel (liter),112.7,0.0,5.8,0.0,-653.66,Internal Expense,N/A,EXPENSE
2025-05-08,Zachodniopomorskie,Cattle Feed (kg),1130.4,0.0,1.45,0.0,-1639.08,Internal Expense,N/A,EXPENSE
2025-05-08,Zachodniopomorskie,Cow Milk (HL),22.65,201.3291,80.9677,4560.1,2726.18,Processing Plant,Skup,INCOME
2025-05-08,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,83.3965,36.7898,-9916.6,46.61,Private Individual,RHD,INCOME
2025-05-08,Zachodniopomorskie,Broiler Poultry (KG),129.2,5.1783,2.817,669.04,305.08,Agricultural Wholesale,Skup,INCOME
2025-05-09,Zachodniopomorskie,Agricultural Fuel (liter),105.9,0.0,5.8,0.0,-614.22,Internal Expense,N/A,EXPENSE
2025-05-09,Zachodniopomorskie,Cattle Feed (kg),925.2,0.0,1.45,0.0,-1341.54,Internal Expense,N/A,EXPENSE
2025-05-09,Zachodniopomorskie,Cow Milk (HL),24.49,208.8051,82.4819,5113.64,3093.66,,,INCOME
2025-05-09,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,62.45,34.1522,249.8,113.19,Agricultural Wholesale,Skup,INCOME
2025-05-10,Zachodniopomorskie,Agricultural Fuel (liter),75.8,0.0,5.8,0.0,-439.64,Internal Expense,N/A,EXPENSE
2025-05-10,Zachodniopomorskie,Cattle Feed (kg),780.8,0.0,1.45,0.0,-1132.16,Internal Expense,N/A,EXPENSE
2025-05-10,Zachodniopomorskie,Cow Milk (HL),25.01,188.005,79.3669,4702.01,2717.04,Meat Factory,Skup,INCOME
2025-05-10,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.0734,33.6868,162.15,94.78,Private Individual,RHD,INCOME
2025-05-10,Zachodniopomorskie,Broiler Poultry (KG),87.0,4.8139,2.6027,-9581.19,192.38,Processing Plant,Skup,INCOME
2025-05-11,Zachodniopomorskie,Agricultural Fuel (liter),114.1,0.0,5.8,0.0,-661.78,Internal Expense,N/A,EXPENSE
2025-05-11,Zachodniopomorskie,Cattle Feed (kg),965.5,0.0,1.45,0.0,-1399.97,,N/A,EXPENSE
2025-05-11,Zachodniopomorskie,Cow Milk (HL),24.48,215.704,83.6173,5280.43,3233.48,Meat Factory,Skup,INCOME
2025-05-11,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,66.9485,35.2911,334.74,158.28,Meat Factory,Skup,INCOME
2025-05-12,Zachodniopomorskie,Agricultural Fuel (liter),86.3,0.0,5.8,20000.0,-500.54,Internal Expense,N/A,EXPENSE
2025-05-12,Zachodniopomorskie,Cattle Feed (kg),1111.1,0.0,1.45,0.0,-1611.09,Internal Expense,N/A,EXPENSE
2025-05-12,Zachodniopomorskie,Cow Milk (HL),21.1,215.123,79.459,4539.1,2862.52,Processing Plant,Skup,INCOME
2025-05-12,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,79.1867,34.8291,79.19,44.36,Farmer's Market,RHD,INCOME
2025-05-13,Zachodniopomorskie,Agricultural Fuel (liter),69.2,0.0,5.8,0.0,-401.36,Internal Expense,N/A,EXPENSE
2025-05-13,Zachodniopomorskie,Cattle Feed (kg),780.2,0.0,1.45,0.0,-1131.29,Internal Expense,N/A,EXPENSE
2025-05-13,Zachodniopomorskie,Cow Milk (HL),21.22,205.8941,90.4182,4369.07,2450.4,,Skup,INCOME
2025-05-13,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,66.2985,35.7324,198.9,91.7,Processing Plant,Skup,INCOME
2025-05-13,Zachodniopomorskie,Broiler Poultry (KG),63.9,5.5272,2.653,353.19,183.66,Meat Factory,Skup,INCOME
2025-05-14,Zachodniopomorskie,Agricultural Fuel (liter),103.4,0.0,5.8,0.0,-599.72,Internal Expense,N/A,EXPENSE
2025-05-14,Zachodniopomorskie,Cattle Feed (kg),1321.1,0.0,1.45,0.0,-1915.59,Internal Expense,N/A,EXPENSE
2025-05-14,Zachodniopomorskie,Cow Milk (HL),19.13,202.5,86.3868,3873.82,2221.24,Agricultural Wholesale,Skup,INCOME
2025-05-14,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,65.6863,34.6356,-9802.94,93.15,Food Wholesaler,Skup,INCOME
2025-05-15,Zachodniopomorskie,Agricultural Fuel (liter),65.9,0.0,5.8,0.0,-382.22,Internal Expense,N/A,EXPENSE
2025-05-15,Zachodniopomorskie,Cattle Feed (kg),1566.2,0.0,1.45,0.0,-2270.99,Internal Expense,N/A,EXPENSE
2025-05-15,Zachodniopomorskie,Cow Milk (HL),,208.5076,82.1531,3133.87,1899.11,Food Wholesaler,Skup,INCOME
2025-05-15,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,84.2258,36.7997,168.45,94.85,Local Restaurant,RHD,INCOME
2025-05-15,Zachodniopomorskie,Broiler Poultry (KG),79.3,4.7852,2.6355,379.47,170.47,Processing Plant,Skup,INCOME
2025-05-16,Zachodniopomorskie,Agricultural Fuel (liter),123.5,0.0,5.8,0.0,-716.3,Internal Expense,N/A,EXPENSE
2025-05-16,Zachodniopomorskie,Cattle Feed (kg),1026.1,0.0,1.45,0.0,-1487.84,Internal Expense,N/A,EXPENSE
2025-05-16,Zachodniopomorskie,Cow Milk (HL),21.21,196.1485,78.8576,4160.31,2487.74,Food Wholesaler,Skup,INCOME
2025-05-16,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,62.5516,32.6298,187.65,89.76,Food Wholesaler,Skup,INCOME
2025-05-17,Zachodniopomorskie,Agricultural Fuel (liter),105.4,0.0,5.8,0.0,-611.32,Internal Expense,N/A,EXPENSE
2025-05-17,Zachodniopomorskie,Cattle Feed (kg),1367.1,0.0,1.45,0.0,-1982.29,Internal Expense,N/A,EXPENSE
2025-05-17,Zachodniopomorskie,Cow Milk (HL),23.95,208.2206,81.1955,4986.88,3042.25,Food Wholesaler,Skup,INCOME
2025-05-17,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,86.9987,34.8276,87.0,52.17,Private Individual,RHD,INCOME
2025-05-17,Zachodniopomorskie,Broiler Poultry (KG),110.4,4.85,2.8582,535.44,219.89,Meat Factory,Skup,INCOME
2025-05-18,Zachodniopomorskie,Agricultural Fuel (liter),107.8,0.0,5.8,0.0,-625.24,Internal Expense,N/A,EXPENSE
2025-05-18,Zachodniopomorskie,Cattle Feed (kg),666.4,0.0,1.45,0.0,-966.28,Internal Expense,N/A,EXPENSE
2025-05-18,Zachodniopomorskie,Cow Milk (HL),17.09,216.6728,85.054,3702.94,2249.37,Agricultural Wholesale,Skup,INCOME
2025-05-18,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,81.8404,35.8834,81.84,45.96,Local Restaurant,RHD,INCOME
2025-05-19,Zachodniopomorskie,Agricultural Fuel (liter),114.3,0.0,5.8,0.0,-662.94,Internal Expense,N/A,EXPENSE
2025-05-19,Zachodniopomorskie,Cattle Feed (kg),1507.0,0.0,1.45,0.0,-2185.15,Internal Expense,N/A,EXPENSE
2025-05-19,Zachodniopomorskie,Cow Milk (HL),15.9,210.6004,91.4749,3348.55,1894.1,Meat Factory,Skup,INCOME
2025-05-19,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,90.2981,35.61,180.6,109.38,Private Individual,RHD,INCOME
2025-05-19,Zachodniopomorskie,Beef Cattle (Highlander),1.0,9208.7447,3320.1445,9208.74,5888.6,Eco-Shop,RHD,INCOME
2025-05-20,Zachodniopomorskie,Agricultural Fuel (liter),74.8,0.0,5.8,0.0,-433.84,Internal Expense,N/A,EXPENSE
2025-05-20,Zachodniopomorskie,Cattle Feed (kg),1431.7,0.0,1.45,0.0,-2075.97,Internal Expense,N/A,EXPENSE
2025-05-20,Zachodniopomorskie,Cow Milk (HL),17.01,195.2711,78.8259,3321.56,1980.73,Meat Factory,Skup,INCOME
2025-05-20,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,62.9169,35.9062,251.67,108.05,Agricultural Wholesale,Skup,INCOME
2025-05-20,Zachodniopomorskie,Broiler Poultry (KG),98.6,4.9225,2.7269,485.36,216.49,Agricultural Wholesale,Skup,INCOME
2025-05-21,Zachodniopomorskie,Agricultural Fuel (liter),44.9,0.0,5.8,0.0,-260.42,Internal Expense,N/A,EXPENSE
2025-05-21,Zachodniopomorskie,Cattle Feed (kg),831.2,0.0,1.45,0.0,-1205.24,Internal Expense,N/A,EXPENSE
2025-05-21,Zachodniopomorskie,Cow Milk (HL),15.31,213.1573,90.0957,3263.44,1884.07,Agricultural Wholesale,Skup,INCOME
2025-05-21,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,87.8034,33.7187,175.61,108.17,Local Restaurant,RHD,INCOME
2025-05-22,Zachodniopomorskie,Agricultural Fuel (liter),58.4,0.0,5.8,0.0,-338.72,Internal Expense,N/A,EXPENSE
2025-05-22,Zachodniopomorskie,Cattle Feed (kg),1173.1,0.0,1.45,0.0,-1700.99,Internal Expense,N/A,EXPENSE
2025-05-22,Zachodniopomorskie,Cow Milk (HL),,209.639,80.8109,4446.44,2732.44,Meat Factory,Skup,INCOME
2025-05-22,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,62.9055,33.8267,314.53,145.4,Food Wholesaler,Skup,INCOME
2025-05-22,Zachodniopomorskie,Broiler Poultry (KG),46.6,7.3815,2.6242,343.98,221.69,Farmer's Market,RHD,INCOME
2025-05-23,Zachodniopomorskie,Agricultural Fuel (liter),,0.0,5.8,0.0,-528.96,,N/A,EXPENSE
2025-05-23,Zachodniopomorskie,Cattle Feed (kg),1532.8,0.0,1.45,0.0,-2222.56,Internal Expense,N/A,EXPENSE
2025-05-23,Zachodniopomorskie,Cow Milk (HL),24.93,201.7093,87.4024,5028.61,2849.67,Processing Plant,Skup,INCOME
2025-05-23,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,60.3459,35.4002,362.08,149.68,Processing Plant,Skup,INCOME
2025-05-24,Zachodniopomorskie,Agricultural Fuel (liter),92.1,0.0,5.8,0.0,-534.18,Internal Expense,N/A,EXPENSE
2025-05-24,Zachodniopomorskie,Cattle Feed (kg),1026.6,0.0,1.45,0.0,-1488.57,Internal Expense,N/A,EXPENSE
2025-05-24,Zachodniopomorskie,Cow Milk (HL),19.26,190.3372,90.6469,3665.89,1920.03,Meat Factory,Skup,INCOME
2025-05-24,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.7575,31.5529,163.51,100.4,Farmer's Market,RHD,INCOME
2025-05-24,Zachodniopomorskie,Broiler Poultry (KG),,4.9836,2.492,443.54,221.75,Agricultural Wholesale,Skup,INCOME
2025-05-25,Zachodniopomorskie,Agricultural Fuel (liter),54.1,0.0,5.8,0.0,-313.78,Internal Expense,N/A,EXPENSE
2025-05-25,Zachodniopomorskie,Cattle Feed (kg),1168.7,0.0,1.45,0.0,-1694.62,Internal Expense,N/A,EXPENSE
2025-05-25,Zachodniopomorskie,Cow Milk (HL),20.55,214.4774,89.2255,4407.51,2573.93,Agricultural Wholesale,Skup,INCOME
2025-05-25,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,64.2355,36.3057,385.41,167.58,Processing Plant,Skup,INCOME
2025-05-26,Zachodniopomorskie,Agricultural Fuel (liter),105.3,0.0,5.8,0.0,-610.74,Internal Expense,N/A,EXPENSE
2025-05-26,Zachodniopomorskie,Cattle Feed (kg),632.5,0.0,1.45,0.0,-917.12,Internal Expense,N/A,EXPENSE
2025-05-26,Zachodniopomorskie,Cow Milk (HL),21.38,205.5404,90.9411,4394.45,2450.13,Food Wholesaler,Skup,INCOME
2025-05-26,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,84.7093,33.2204,84.71,51.49,Farmer's Market,RHD,INCOME
2025-05-27,Zachodniopomorskie,Agricultural Fuel (liter),112.5,0.0,5.8,0.0,-652.5,Internal Expense,N/A,EXPENSE
2025-05-27,Zachodniopomorskie,Cattle Feed (kg),1310.9,0.0,1.45,0.0,-1900.81,Internal Expense,N/A,EXPENSE
2025-05-27,Zachodniopomorskie,Cow Milk (HL),16.18,216.2903,85.4979,3499.58,2116.22,Food Wholesaler,Skup,INCOME
2025-05-27,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,85.7283,36.493,171.46,98.47,Farmer's Market,RHD,INCOME
2025-05-27,Zachodniopomorskie,Broiler Poultry (KG),112.7,4.95,2.6741,557.87,256.5,Meat Factory,Skup,INCOME
2025-05-28,Zachodniopomorskie,Agricultural Fuel (liter),69.4,0.0,5.8,0.0,-402.52,Internal Expense,N/A,EXPENSE
2025-05-28,Zachodniopomorskie,Cattle Feed (kg),625.5,0.0,1.45,0.0,-906.98,Internal Expense,N/A,EXPENSE
2025-05-28,Zachodniopomorskie,Cow Milk (HL),24.52,213.2791,91.5076,5229.6,2985.83,Meat Factory,Skup,INCOME
2025-05-28,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,80.9245,32.034,161.85,97.78,Farmer's Market,RHD,INCOME
2025-05-29,Zachodniopomorskie,Agricultural Fuel (liter),81.2,0.0,5.8,0.0,-470.96,Internal Expense,N/A,EXPENSE
2025-05-29,Zachodniopomorskie,Cattle Feed (kg),664.1,0.0,1.45,0.0,-962.95,Internal Expense,,EXPENSE
2025-05-29,Zachodniopomorskie,Cow Milk (HL),22.57,202.706,86.9365,4575.07,2612.91,Agricultural Wholesale,Skup,INCOME
2025-05-29,Zachodniopomorskie,Chicken Eggs (100 pcs),,83.2908,34.8428,166.58,96.89,Eco-Shop,RHD,INCOME
2025-05-29,Zachodniopomorskie,Broiler Poultry (KG),92.8,4.9036,2.5887,455.05,214.82,Processing Plant,Skup,INCOME
2025-05-30,Zachodniopomorskie,Agricultural Fuel (liter),89.3,0.0,5.8,0.0,-517.94,Internal Expense,N/A,EXPENSE
2025-05-30,Zachodniopomorskie,Cattle Feed (kg),630.2,0.0,1.45,0.0,-913.79,Internal Expense,N/A,EXPENSE
2025-05-30,Zachodniopomorskie,Cow Milk (HL),17.39,217.2477,80.2424,3777.94,2382.52,Agricultural Wholesale,Skup,INCOME
2025-05-30,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,63.829,34.1631,191.49,89.0,Meat Factory,Skup,INCOME
2025-05-31,Zachodniopomorskie,Agricultural Fuel (liter),45.8,0.0,5.8,0.0,-265.64,Internal Expense,N/A,EXPENSE
2025-05-31,Zachodniopomorskie,Cattle Feed (kg),1440.1,0.0,1.45,20000.0,-2088.14,,N/A,EXPENSE
2025-05-31,Zachodniopomorskie,Cow Milk (HL),20.11,217.5252,90.6347,4374.43,2551.77,Agricultural Wholesale,Skup,INCOME
2025-05-31,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,66.8241,31.4581,267.3,141.47,Processing Plant,Skup,INCOME
2025-05-31,Zachodniopomorskie,Broiler Poultry (KG),40.3,6.7802,2.813,273.24,159.88,Local Restaurant,RHD,INCOME
2025-06-01,Zachodniopomorskie,Stable Box Rent (Horses),18.0,1256.3899,281.6118,22615.02,17546.01,Equestrian Club,B2B,INCOME
2025-06-01,Zachodniopomorskie,"Fixed Costs (Energy, Service, Ins.)",1.0,0.0,15000.0,0.0,-15000.0,Internal Expense,N/A,EXPENSE
2025-06-01,Zachodniopomorskie,Veterinary Visit + Meds,1.0,0.0,3096.0,0.0,-3096.0,Internal Expense,N/A,EXPENSE
2025-06-01,Zachodniopomorskie,Agricultural Fuel (liter),108.0,0.0,5.8,0.0,-626.4,Internal Expense,N/A,EXPENSE
2025-06-01,Zachodniopomorskie,Cattle Feed (kg),730.5,0.0,1.45,0.0,-1059.22,Internal Expense,N/A,EXPENSE
2025-06-01,Zachodniopomorskie,Cow Milk (HL),15.3,216.4735,83.3389,3312.04,2036.95,Processing Plant,Skup,INCOME
2025-06-01,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,59.477,36.4278,237.91,92.2,Meat Factory,Skup,INCOME
2025-06-02,Zachodniopomorskie,Agricultural Fuel (liter),118.5,0.0,5.8,0.0,-687.3,Internal Expense,N/A,EXPENSE
2025-06-02,Zachodniopomorskie,Cattle Feed (kg),912.3,0.0,1.45,0.0,-1322.83,Internal Expense,N/A,EXPENSE
2025-06-02,Zachodniopomorskie,Cow Milk (HL),16.74,204.2555,84.6537,3419.24,2002.14,Food Wholesaler,Skup,INCOME
2025-06-02,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,66.3415,31.9708,398.05,206.23,,Skup,INCOME
2025-06-03,Zachodniopomorskie,Agricultural Fuel (liter),59.5,0.0,5.8,0.0,-345.1,Internal Expense,N/A,EXPENSE
2025-06-03,Zachodniopomorskie,Cattle Feed (kg),1491.0,0.0,1.45,0.0,-2161.95,Internal Expense,N/A,EXPENSE
2025-06-03,Zachodniopomorskie,Cow Milk (HL),23.85,200.85,85.6404,4790.27,2747.75,Processing Plant,Skup,INCOME
2025-06-03,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,58.8915,31.4172,353.35,164.85,Food Wholesaler,Skup,INCOME
2025-06-03,Zachodniopomorskie,Broiler Poultry (KG),139.0,5.339,2.8547,742.12,345.32,Processing Plant,Skup,INCOME
2025-06-04,Zachodniopomorskie,Agricultural Fuel (liter),66.9,0.0,5.8,0.0,-388.02,Internal Expense,N/A,EXPENSE
2025-06-04,Zachodniopomorskie,Cattle Feed (kg),1341.7,0.0,1.45,0.0,-1945.46,Internal Expense,N/A,EXPENSE
2025-06-04,Zachodniopomorskie,Cow Milk (HL),18.74,190.8307,82.6138,3576.17,2027.99,Meat Factory,Skup,INCOME
2025-06-04,Zachodniopomorskie,Chicken Eggs (100 pcs),,77.0251,31.3977,154.05,91.25,Private Individual,RHD,INCOME
2025-06-05,Zachodniopomorskie,Agricultural Fuel (liter),83.1,0.0,5.8,0.0,-481.98,Internal Expense,N/A,EXPENSE
2025-06-05,Zachodniopomorskie,Cattle Feed (kg),1434.9,0.0,1.45,0.0,-2080.61,Internal Expense,N/A,EXPENSE
2025-06-05,Zachodniopomorskie,Cow Milk (HL),21.83,209.6712,83.8733,4577.12,2746.17,Processing Plant,Skup,INCOME
2025-06-05,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,58.5891,34.3128,175.77,72.83,Processing Plant,Skup,INCOME
